Nick,500
Neil,500
Abhi,500
David,500
David,500
Guest,100
Guest,0
Guest,0
Guest,10
Guest,0
Guest,0
Guest,3400
Guest,7900
Guest,2700
Guest,1100
Guest,300
Guest,3300
Guest,2400
Guest,1300
Guest,3300
Guest,0
Guest,0
Guest,0
Guest,1400
Guest,900
Guest,0
Guest,-999800
Guest,0
Guest,0
